marca,modelo,tipo,motor,descricao,preco,quilometragem,cambio,ano,portas,combustivel,troca,cor,vendido,data
Volkswagen,T-Cross,SUV,1.0,1.0 Comfortline 1.0 TSi ,122900.0,37000,Automático,2021,5,Bi-Combustível,Não Aceita Troca,Cinza,Não,29/04/2023
Hyundai,HB20 S,Sedan Compacto,1.6,1.6 16v COMFORT PLUS ,71000.0,49000,Automático,2018,4,Bi-Combustível,Não Aceita Troca,Prata,Não,29/04/2023
Chevrolet,Spin,SUV,1.8,1.8 16v Premier MANUAL ,85900.0,104000,Manual,2021,4,Bi-Combustível,Aceito Troca,Prata,Não,29/04/2023
Toyota,Hilux CD,Pick-up Grande,2.8,2.8 16v 4x4 2.8 Diesel Mec. ,168900.0,76000,Manual,2019,4,Diesel,Aceito Troca,Prata,Não,29/04/2023
Volkswagen,Gol,Hatch Compacto,1.6,1.6 Trendline ,46900.0,33000,Manual,2016,5,Bi-Combustível,Não Aceita Troca,Preto,Não,29/04/2023
Mitsubishi,Pajero Sport,SUV,2.5,2.5 16v Sport HPE- ,67890.0,144139,Automático,2009,5,Diesel,Aceito Troca,Prata,Não,29/04/2023
Fiat,Uno,Hatch Compacto,1.4,1.4 8v SPORTING EVO Fire Flex 4p ,34800.0,141185,Manual,2011,4,Bi-Combustível,Aceito Troca,Preto,Não,29/04/2023
Volkswagen,Space Cross,CrossOver,1.6,1.6 8v I-Motion ,34900.0,130000,Automatizado,2012,4,Bi-Combustível,Aceito Troca,Prata,Não,29/04/2023
Chevrolet,S 10 Cab. Dupla,Pick-up Grande,2.8,2.8 16v HIGH COUNTRY ,250000.0,53000,Automático,2021,4,Diesel,Aceito Troca,Branco,Não,29/04/2023
Volkswagen,Gol,Hatch Compacto,1.6,1.6 16v MSI Aut. ,63000.0,67000,Automático,2018,5,Bi-Combustível,Não Aceita Troca,Branco,Não,29/04/2023
Volkswagen,Fox,Hatch Compacto,1.6,1.6 Pepper ,51900.0,75000,Manual,2015,4,Bi-Combustível,Aceito Troca,Branco,Não,29/04/2023
Peugeot,208,Hatch Médio,1.6,1.6 16v GT Flex ,80000.0,94100,Manual,2016,5,Bi-Combustível,Aceito Troca,Branco,Não,29/04/2023
Chevrolet,Onix Hatch,Hatch Médio,1.0,1.0 12v TURBO LTZ ,76900.0,22000,Manual,2020,4,Bi-Combustível,Não Aceita Troca,Prata,Não,29/04/2023
Fiat,Palio,Hatch Compacto,1.6,1.6 16v ESSENCE ,35900.0,70000,Manual,2011,4,Bi-Combustível,Não Aceita Troca,Preto,Não,29/04/2023
Daewoo,Espero,Sedan Médio,2.0,2.0 CD ,28000.0,108000,Automático,1995,4,Gasolina,Aceito Troca,Prata,Não,29/04/2023
Jeep,Renegade,Jipe,1.8,1.8 Sport ,64900.0,87830,Manual,2015,5,Bi-Combustível,Aceito Troca,Vermelho,Não,29/04/2023
Land Rover,Defender 90,SUV,2.5,2.5 SW ,199900.0,205000,Manual,2003,3,Diesel,Aceito Troca,Azul,Não,29/04/2023
Land Rover,Defender 90,SUV,2.5,2.5 SW ,199900.0,205000,Manual,2003,3,Diesel,Aceito Troca,Azul,Não,29/04/2023
Toyota,Hilux SW4,SUV,3.0,3.0 ,116900.0,258000,Automatizado,2010,4,Diesel,Aceito Troca,Prata,Não,29/04/2023
Jeep,Renegade,Jipe,1.8,1.8 16v Teto solar panorâmico LIMITED ,116900.0,29000,Automático,2021,4,Bi-Combustível,Aceito Troca,Verde,Não,29/04/2023
Toyota,Hilux CD,Pick-up Grande,2.7,2.7 16v 4x4 ,155000.0,64000,Manual,2019,4,Diesel,Não Aceita Troca,Branco,Não,29/04/2023
Jeep,Compass,SUV,2.0,2.0 16v Longitude ,115900.0,57000,Automático,2018,4,Bi-Combustível,Não Aceita Troca,Branco,Não,29/04/2023
Fiat,Strada Cab. Est.,Pick-up Compacta,1.3,1.3 FREEDON PLUS COMPLETA ,85900.0,28673,Manual,2021,2,Bi-Combustível,Aceito Troca,Preto,Não,29/04/2023
Toyota,Corolla Cross,SUV,2.0,2.0 XRE ,159500.0,17000,Automático,2022,5,Bi-Combustível,Não Aceita Troca,Prata,Não,29/04/2023
Hyundai,HB20,Hatch Compacto,1.0,1.0 12v Confort ,41900.0,76600,Manual,2014,5,Bi-Combustível,Não Aceita Troca,Vermelho,Não,29/04/2023
Toyota,Corolla,Sedan Médio,1.8,1.8 16v GLI 1.8 AUTOMATICO ,50000.0,132000,Automático,2012,4,Gasolina,Não Aceita Troca,Cinza,Não,29/04/2023
Hyundai,HB20 S,Sedan Compacto,1.0,1.0 8v Diamond Plus 1.0 TB Flex ,81500.0,32200,Automático,2019,5,Bi-Combustível,Não Aceita Troca,Prata,Não,30/04/2023
Jeep,Renegade,Jipe,1.3,1.3 Sport Turbo 1.3 T270 ,119900.0,5180,Automático,2022,4,Bi-Combustível,Não Aceita Troca,Preto,Não,30/04/2023
Toyota,Hilux CD,Pick-up Grande,2.8,2.8 TDI 4X4 MANUAL! ,175000.0,46000,Manual,2021,4,Diesel,Aceito Troca,Branco,Não,30/04/2023
Audi,Q3,SUV,1.4,1.4 16v 1.4 Turbo TFSI Ambiente Plus ,128000.0,86000,Automático,2018,4,Bi-Combustível,Não Aceita Troca,Verde,Não,30/04/2023
Fiat,Cronos,Sedan Compacto,1.8,1.8 16v Precision ,69900.0,63000,Automático,2018,4,Bi-Combustível,Não Aceita Troca,Preto,Não,30/04/2023
Hyundai,Creta,SUV,1.0,1.0 Platinum turbo ,142000.0,18800,Automático,2021,4,Bi-Combustível,Não Aceita Troca,Prata,Não,30/04/2023
Chevrolet,Onix Hatch,Hatch Médio,1.4,1.4 8v LTZ ,64900.0,58000,Automático,2017,5,Bi-Combustível,Não Aceita Troca,Branco,Não,30/04/2023
Jeep,Compass,SUV,2.0,2.0 16v LIMITED 2.0 4x4 Diesel 16V Aut. ,170000.0,30000,Automático,2019,4,Diesel,Não Aceita Troca,Prata,Não,30/04/2023
Fiat,Uno,Hatch Compacto,1.0,1.0 8v Mille Economy ,21900.0,114228,Manual,2012,2,Bi-Combustível,Aceito Troca,Branco,Não,30/04/2023
Jeep,Compass,SUV,2.0,2.0 16v Sport ,122000.0,34000,Automático,2020,4,Bi-Combustível,Não Aceita Troca,Branco,Não,30/04/2023
Renault,Duster,SUV,2.0,2.0 16v Tech road 2.0 automático ,50900.0,120000,Automático,2013,4,Bi-Combustível,Não Aceita Troca,Preto,Não,30/04/2023
Toyota,Corolla,Sedan Médio,2.0,2.0 XEI ,142000.0,14000,Automático,2022,4,Bi-Combustível,Não Aceita Troca,Cinza,Não,30/04/2023
Honda,Civic,Sedan Médio,2.0,2.0 16v Exl ,114900.0,46000,Automático,2018,4,Bi-Combustível,Não Aceita Troca,Branco,Não,30/04/2023
Toyota,Hilux CD,Pick-up Grande,2.7,2.7 16v ,174900.0,43500,Automático,2018,4,Bi-Combustível,Não Aceita Troca,Prata,Não,30/04/2023
Toyota,Hilux SW4,SUV,3.0,3.0 SRV 4X4 ,165000.0,95000,Automático,2013,5,Diesel,Não Aceita Troca,Prata,Não,30/04/2023
Honda,HR-V,SUV,1.8,1.8 Automatica ,99990.0,68000,Automático,2018,4,Bi-Combustível,Aceito Troca,Vermelho,Não,30/04/2023
Mitsubishi,Pajero Sport,SUV,2.8,2.8 4x4 HPE ,47900.0,236300,Automático,2005,4,Diesel,Não Aceita Troca,Cinza,Não,30/04/2023
Volkswagen,Nivus,SUV,1.0,1.0 12v HIGHLINE ,135000.0,12843,Automático,2022,5,Bi-Combustível,Não Aceita Troca,Preto,Não,01/05/2023
Renault,Sandero,Hatch Compacto,1.0,1.0 8v EXPRESSION ,38900.0,85000,Manual,2016,4,Bi-Combustível,Aceito Troca,Prata,Não,01/05/2023
Ford,KA Hatch,Hatch Compacto,1.5,1.5 8v SE PLUS ,58990.0,45000,Manual,2020,4,Bi-Combustível,Não Aceita Troca,Branco,Não,01/05/2023
Toyota,Corolla,Sedan Médio,1.8,1.8 16v GLI Automático ,80500.0,105000,Automático,2016,5,Bi-Combustível,Aceito Troca,Cinza,Não,01/05/2023
Chevrolet,Onix Hatch,Hatch Médio,1.4,1.4 1.4MT LTZ ,67000.0,60981,Manual,2018,5,Bi-Combustível,Não Aceita Troca,Branco,Não,01/05/2023
Jeep,Grand Cherokee,SUV,3.6,3.6 8v Limited 3.6 4x4 V6 Aut. ,119000.0,79000,Automático,2014,4,Gasolina,Aceito Troca,Preto,Não,01/05/2023
Fiat,Argo,Hatch Médio,1.0,1.0 12v DRIVE ,61900.0,27000,Manual,2020,4,Bi-Combustível,Não Aceita Troca,Branco,Não,01/05/2023
Volkswagen,Golf Variant,Perua Superior,1.4,1.4 ,89900.0,87000,Automático,2015,4,Gasolina,Aceito Troca,Azul,Não,01/05/2023
Ford,Ranger Cab. Dupla,Pick-up Grande,2.5,2.5 XLT ,88000.0,147000,Manual,2012,5,Bi-Combustível,Não Aceita Troca,Azul,Não,01/05/2023
Volkswagen,Saveiro Cab. Est.,Pick-up Compacta,1.6,1.6 8v Trendline ,51900.0,112000,Manual,2014,2,Bi-Combustível,Não Aceita Troca,Prata,Não,01/05/2023
Volkswagen,Up!,Hatch Compacto,1.0,1.0 EXTREME TSI ,67900.0,60000,Manual,2019,4,Bi-Combustível,Não Aceita Troca,Branco,Não,01/05/2023
Fiat,Cronos,Sedan Compacto,1.8,1.8 16v HGT ,83900.0,40700,Automático,2021,4,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Fiat,Toro,Pick-up Compacta,2.0,2.0 16v Ultra ,160000.0,25000,Automático,2021,4,Diesel,Aceito Troca,Preto,Não,01/05/2023
Honda,Civic,Sedan Médio,2.0,2.0 EXL ,128000.0,66000,Automático,2021,4,Bi-Combustível,Não Aceita Troca,Cinza,Não,01/05/2023
Volkswagen,Gol,Hatch Compacto,1.6,1.6 Gol 1.6 ,36900.0,108000,Manual,2014,4,Bi-Combustível,Aceito Troca,Preto,Não,01/05/2023
Hyundai,HB20,Hatch Compacto,1.6,1.6 16v S com Multimídia e câmera de ré ,66500.0,71000,Manual,2019,4,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Volkswagen,Saveiro Cab Dupla,CrossOver Light,1.6,1.6 8v ,78500.0,38700,Manual,2019,2,Bi-Combustível,Não Aceita Troca,Preto,Não,02/05/2023
Honda,Fit,Hatch Médio,1.5,1.5 EX CVT 1.5 ,59900.0,109000,Automático,2015,5,Bi-Combustível,Aceito Troca,Branco,Não,02/05/2023
Renault,Kwid,Hatch Compacto,1.0,1.0 12v Intense ,50800.0,47000,Manual,2020,4,Bi-Combustível,Aceito Troca,Preto,Não,02/05/2023
Volkswagen,Saveiro Cab. Simples,Pick-up Compacta,1.6,1.6 8v ,76900.0,20000,Manual,2021,2,Bi-Combustível,Não Aceita Troca,Branco,Não,02/05/2023
Chevrolet,Onix Hatch,Hatch Médio,1.0,1.0 8v LT ,52900.0,62500,Manual,2018,4,Bi-Combustível,Não Aceita Troca,Branco,Não,02/05/2023
Chevrolet,Cruze Sedan,Sedan Médio,1.8,1.8 16v LT AUTOMATICO ,57900.0,77000,Automático,2013,4,Bi-Combustível,Não Aceita Troca,Prata,Não,02/05/2023
Mitsubishi,Pajero Full,SUV,3.2,3.2 16v HPE ,145000.0,148700,Automático,2013,5,Diesel,Não Aceita Troca,Branco,Não,02/05/2023
Fiat,Toro,Pick-up Compacta,1.3,1.3 VOLCANO 1.3 TURBO 270 ,151400.0,10966,Automático,2021,4,Bi-Combustível,Não Aceita Troca,Cinza,Não,01/05/2023
Ford,KA Sedan,Sedan Compacto,1.0,1.0 8v Se ,53000.0,25000,Manual,2019,4,Bi-Combustível,Não Aceita Troca,Prata,Não,01/05/2023
Chevrolet,Omega,Sedan Superior,3.6,3.6 24v CD Fittipaldi ,70000.0,82000,Automático,2011,4,Gasolina,Não Aceita Troca,Preto,Não,01/05/2023
Ford,EcoSport,CrossOver,1.5,1.5 12v Freestyle ,75000.0,36500,Automático,2018,4,Bi-Combustível,Aceito Troca,Vermelho,Não,01/05/2023
Volkswagen,Saveiro Cab. Simples,Pick-up Compacta,1.6,1.6 8v MBVS ROBUST ,62900.0,63000,Manual,2019,4,Bi-Combustível,Não Aceita Troca,Branco,Não,01/05/2023
Jeep,Compass,SUV,2.0,2.0 LIMITED DIESEL 4X4 ,143900.0,86000,Automático,2018,4,Diesel,Aceito Troca,Branco,Não,01/05/2023
Mitsubishi,ASX,SUV,2.0,2.0 16v ,81000.0,26238,Automático,2015,4,Gasolina,Não Aceita Troca,Cinza,Não,01/05/2023
Jeep,Renegade,Jipe,1.8,1.8 16v PCD ,77900.0,72700,Automático,2019,4,Bi-Combustível,Não Aceita Troca,Preto,Não,01/05/2023
Volkswagen,Fox,Hatch Compacto,1.6,1.6 16v PEPPER ,46900.0,175000,Manual,2016,5,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Toyota,Corolla,Sedan Médio,1.8,1.8 8v GLI ,76000.0,115000,Automático,2015,5,Bi-Combustível,Não Aceita Troca,Prata,Não,01/05/2023
Volkswagen,Fusca,Sedan Compacto,2.0,2.0 16v FUSCA 2.0 TSI 16V ,102900.0,88500,Automático,2014,2,Gasolina,Aceito Troca,Prata,Não,01/05/2023
Chevrolet,Prisma,Sedan Compacto,1.4,1.4 ,65900.0,39000,Manual,2018,4,Bi-Combustível,Não Aceita Troca,Prata,Não,01/05/2023
Fiat,Toro,Pick-up Compacta,2.0,2.0 16v Volcano ,159900.0,24970,Automático,2020,4,Diesel,Aceito Troca,Branco,Não,01/05/2023
Chevrolet,Cruze Sedan,Sedan Médio,1.4,1.4 16v LTZ ,120500.0,38800,Automático,2021,4,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Hyundai,HB20 S,Sedan Compacto,1.0,1.0 12v Platinum ,87900.0,16000,Automático,2022,4,Bi-Combustível,Não Aceita Troca,Preto,Não,01/05/2023
Volkswagen,Fox,Hatch Compacto,1.6,1.6 8v Pepper ,44900.0,87000,Automatizado,2015,4,Bi-Combustível,Aceito Troca,Prata,Não,01/05/2023
Fiat,Toro,Pick-up Compacta,2.0,2.0 16v ULTRA 4x4 TB Diesel Aut. ,158900.0,63608,Automático,2020,4,Diesel,Aceito Troca,Bege,Não,01/05/2023
Honda,Fit,Hatch Médio,1.4,1.4 16v LX - 1.4 - Automatico ,50900.0,142000,Automático,2014,4,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Fiat,Toro,Pick-up Compacta,2.0,2.0 12v Volcano 4x4 Diesel Automático ,124000.0,10100021,Automático,2016,4,Diesel,Aceito Troca,Branco,Não,01/05/2023
Renault,Kwid,Hatch Compacto,1.0,1.0 8v 1.0 Intense ,56990.0,9000,Manual,2021,4,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Fiat,Toro,Pick-up Compacta,2.0,2.0 16v Volcano ,131900.0,37200,Automático,2019,4,Diesel,Não Aceita Troca,Cinza,Não,02/05/2023
Fiat,Toro,Pick-up Compacta,2.0,2.0 16v ULTRA 4x4 AT9 Turbo Diesel ,141500.0,23000,Automático,2020,4,Diesel,Aceito Troca,Branco,Não,02/05/2023
Mitsubishi,ASX,SUV,2.0,2.0 16v 2.0 ,59900.0,93400,Automático,2012,4,Gasolina,Não Aceita Troca,Branco,Não,02/05/2023
Jeep,Commander,SUV,1.3,1.3 Limited Flex ,214999.99,5000,Automático,2021,4,Bi-Combustível,Não Aceita Troca,Azul,Não,02/05/2023
Fiat,Toro,Pick-up Compacta,2.0,2.0 8v ,118000.0,117000,Automático,2017,4,Diesel,Não Aceita Troca,Branco,Não,02/05/2023
Honda,HR-V,SUV,1.8,1.8 6v EXL ,115000.0,38000,Automático,2019,5,Bi-Combustível,Não Aceita Troca,Preto,Não,02/05/2023
Land Rover,Range Rover Evoque,SUV,2.0,2.0 Prestige ,120990.0,53000,Automático,2014,4,Gasolina,Não Aceita Troca,Preto,Não,02/05/2023
Land Rover,Range Rover Evoque,SUV,2.0,2.0 Prestige ,120990.0,53000,Automático,2014,4,Gasolina,Não Aceita Troca,Preto,Não,02/05/2023
Volkswagen,Polo Hatch,Hatch Compacto,1.0,1.0 Comfortline Tsi ,74000.0,30000,Automático,2017,4,Bi-Combustível,Não Aceita Troca,Cinza,Não,02/05/2023
Dodge,Ram,Pick-up Grande,6.7,6.7 3500 Limited Longhorn 4X4 ,520000.0,1000,Automático,2022,4,Diesel,Não Aceita Troca,Branco,Não,02/05/2023
Ford,Fiesta Sedan,Sedan Compacto,1.6,1.6 16v New Fiesta Sedan Titanium Plus ,65900.0,111500,Automatizado,2017,4,Bi-Combustível,Não Aceita Troca,Prata,Não,02/05/2023
Renault,Logan,Sedan Compacto,1.0,1.0 12v LOGAN ZEN 1.0 ,52500.0,88300,Manual,2021,4,Bi-Combustível,Não Aceita Troca,Branco,Não,02/05/2023
Fiat,Cronos,Sedan Compacto,1.3,1.3 Drive GSR ,62800.0,62800,Automático,2018,4,Bi-Combustível,Aceito Troca,Prata,Não,02/05/2023
Toyota,Hilux SW4,SUV,2.8,2.8 SRX 07 LUGARES ,274900.0,75000,Automático,2018,4,Diesel,Aceito Troca,Branco,Não,02/05/2023
Jeep,Commander,SUV,2.0,2.0 16v LIMITED 4X4 DIESEL ,234900.0,9800,Automático,2022,4,Diesel,Não Aceita Troca,Dourado,Não,02/05/2023
Chevrolet,Cobalt,Sedan Compacto,1.8,1.8 8v ,42000.0,163000,Automático,2015,4,Bi-Combustível,Não Aceita Troca,Preto,Não,02/05/2023
Mitsubishi,L200,Pick-up Grande,2.4,2.4 Triton sport 2.4 hpe ,162000.0,101000,Automático,2017,4,Diesel,Aceito Troca,Azul,Não,02/05/2023
Jeep,Renegade,Jipe,2.0,2.0 16v Longitude turbo ,132500.0,41000,Automático,2020,4,Diesel,Aceito Troca,Cinza,Não,02/05/2023
Mitsubishi,Outlander,SUV,2.2,2.2 16v DIESEL 4x4 7 LUGARES ,172900.0,58500,Automático,2018,4,Diesel,Não Aceita Troca,Cinza,Não,02/05/2023
Ford,KA Hatch,Hatch Compacto,1.0,1.0 SE 1.0 HA C ,48500.0,46000,Manual,2018,5,Bi-Combustível,Não Aceita Troca,Branco,Não,02/05/2023
Audi,Q3,SUV,2.0,2.0 2.0 TFSI Quat. 170/180cv S-tronic 5p ,92900.0,1000000,Automatizado,2014,5,Gasolina,Aceito Troca,Prata,Não,02/05/2023
Fiat,Cronos,Sedan Compacto,1.8,1.8 16v DRIVE 1.8 AT6 ,74990.0,37000,Automático,2019,4,Bi-Combustível,Aceito Troca,Cinza,Não,02/05/2023
Chevrolet,Tracker,CrossOver,1.0,1.0 6v LT ,109000.0,31000,Automático,2021,4,Bi-Combustível,Não Aceita Troca,Branco,Não,02/05/2023
BMW,320i,Sedan Superior,2.0,2.0 16v SPORT GP ,170000.0,47500,Automático,2017,5,Bi-Combustível,Não Aceita Troca,Branco,Não,02/05/2023
Jeep,Renegade,Jipe,2.0,2.0 16v Trailhawk ,143000.0,52000,Automático,2021,4,Diesel,Não Aceita Troca,Preto,Não,02/05/2023
Honda,Civic,Sedan Médio,2.0,2.0 16v EXL CVT ,109000.0,50000,Automático,2018,4,Bi-Combustível,Aceito Troca,Cinza,Não,02/05/2023
Chevrolet,Cruze Sedan,Sedan Médio,1.8,1.8 16v LT ,53900.0,116584,Automático,2014,4,Bi-Combustível,Aceito Troca,Branco,Não,02/05/2023
Fiat,Strada Cab. Est.,Pick-up Compacta,1.4,1.4 8v Working ,62900.0,92102,Manual,2019,2,Bi-Combustível,Não Aceita Troca,Prata,Não,02/05/2023
Chevrolet,Montana,Pick-up Compacta,1.4,1.4 8v LS ,72900.0,11200,Manual,2021,2,Bi-Combustível,Aceito Troca,Prata,Não,02/05/2023
BMW,320i,Sedan Superior,2.0,2.0 16v + KIT M SPORT GP ,125000.0,129500,Automático,2016,4,Bi-Combustível,Aceito Troca,Preto,Não,02/05/2023
Chevrolet,Opala,Sedan Compacto,4.1,4.1 12v Diplomata/Diplom SLE ,98600.0,73000,Manual,1991,4,Gasolina,Aceito Troca,Preto,Não,02/05/2023
Honda,CR-V,CrossOver,2.0,2.0 EXL 4x4 ,59900.0,157000,Automático,2010,4,Gasolina,Aceito Troca,Preto,Não,02/05/2023
Volkswagen,Up!,Hatch Compacto,1.0,1.0 Xtreme TSI ,71890.0,31000,Manual,2019,4,Bi-Combustível,Não Aceita Troca,Branco,Não,02/05/2023
Fiat,Argo,Hatch Médio,1.0,1.0 6v DRIVE ,49999.99,77000,Manual,2018,4,Bi-Combustível,Aceito Troca,Preto,Não,02/05/2023
Fiat,Mobi,Hatch Compacto,1.0,1.0 8v TREKKING ,62500.0,18000,Manual,2022,4,Bi-Combustível,Não Aceita Troca,Branco,Não,02/05/2023
Troller,T4,Jipe,3.0,3.0 8v Troller T4 3.0 2p ,100000.0,143000,Manual,2009,2,Diesel,Não Aceita Troca,Azul,Não,02/05/2023
Fiat,Ducato,Minivan Grande,2.3,2.3 Cargo ,135700.0,96600,Manual,2018,4,Diesel,Não Aceita Troca,Branco,Não,02/05/2023
Volkswagen,Amarok,Pick-up Grande,2.0,2.0 COMFORTLINE CD 4X4 AUTOMATICA ,145000.0,65000,Automático,2019,4,Diesel,Não Aceita Troca,Prata,Não,02/05/2023
Jeep,Renegade,Jipe,2.0,2.0 16v RENEGADE LONGITUDE 2.0 DIESEL ,100900.0,103000,Automático,2018,4,Diesel,Não Aceita Troca,Branco,Não,02/05/2023
Toyota,Corolla,Sedan Médio,1.8,1.8 XEI ,128000.0,52000,Automático,2021,4,Bi-Combustível,Não Aceita Troca,Branco,Não,02/05/2023
Volkswagen,Up!,Hatch Compacto,1.0,1.0 12v Tsi turbo move 1.0 ,58000.0,62000,Manual,2018,4,Bi-Combustível,Não Aceita Troca,Prata,Não,03/05/2023
Hyundai,HB20,Hatch Compacto,1.0,1.0 Edição Limitada 5 Anos ,50000.0,47500,Manual,2017,4,Bi-Combustível,Não Aceita Troca,Branco,Sim,03/05/2023
Volkswagen,Up!,Hatch Compacto,1.0,1.0 12v UP TSI CROSS ,64000.0,56000,Manual,2018,4,Bi-Combustível,Não Aceita Troca,Branco,Não,03/05/2023
Hyundai,IX35,CrossOver,2.0,2.0 16v 2.0 GLS FLEX -2017- 58.000KMS ,92900.0,58000,Automático,2016,4,Bi-Combustível,Aceito Troca,Cinza,Não,03/05/2023
Fiat,Toro,Pick-up Compacta,2.0,2.0 Freedom ,114900.0,83000,Automático,2019,4,Diesel,Não Aceita Troca,Prata,Sim,03/05/2023
Nissan,Kicks,Hatch Suv Compacto,1.6,1.6 8v ,87800.0,48000,Automático,2017,4,Bi-Combustível,Não Aceita Troca,Preto,Não,03/05/2023
Toyota,Hilux CD,Pick-up Grande,2.7,2.7 SRV ,195000.0,99000,Automático,2018,4,Diesel,Aceito Troca,Branco,Não,03/05/2023
Nissan,Livina,Minivan Média,1.8,1.8 16v SL ,31900.0,74000,Automático,2012,4,Bi-Combustível,Não Aceita Troca,Preto,Não,03/05/2023
Ford,KA Hatch,Hatch Compacto,1.0,1.0 SE ,48000.0,59000,Manual,2019,4,Bi-Combustível,Aceito Troca,Branco,Não,03/05/2023
Renault,Duster,SUV,2.0,2.0 ,53000.0,96000,Manual,2016,4,Bi-Combustível,Não Aceita Troca,Branco,Não,03/05/2023
Volkswagen,Amarok,Pick-up Grande,3.0,3.0 EXTREME ,190000.0,93000,Automático,2018,4,Diesel,Aceito Troca,Branco,Não,03/05/2023
Land Rover,Range Rover Evoque,SUV,2.0,2.0 P-250 SE Flex ,365900.0,20600,Automático,2020,4,Bi-Combustível,Aceito Troca,Cinza,Não,03/05/2023
Land Rover,Range Rover Evoque,SUV,2.0,2.0 P-250 SE Flex ,365900.0,20600,Automático,2020,4,Bi-Combustível,Aceito Troca,Cinza,Não,03/05/2023
Chevrolet,Cruze Hatch,Hatch Superior,1.8,1.8 ,58500.0,78000,Automático,2014,4,Bi-Combustível,Não Aceita Troca,Cinza,Não,03/05/2023
Jeep,Renegade,Jipe,1.3,1.3 16v ,150000.0,12000,Automático,2022,4,Bi-Combustível,Aceito Troca,Preto,Não,03/05/2023
Jeep,Compass,SUV,2.0,2.0 TRAILHAWK ,177000.0,34000,Automático,2021,4,Diesel,Não Aceita Troca,Branco,Não,03/05/2023
Ford,KA Sedan,Sedan Compacto,1.5,1.5 12v Se ,45100.0,119756,Manual,2017,4,Bi-Combustível,Não Aceita Troca,Prata,Não,03/05/2023
Hyundai,Creta,SUV,2.0,2.0 Prestige ,92900.0,45700,Automático,2017,4,Bi-Combustível,Não Aceita Troca,Cinza,Não,03/05/2023
Nissan,Kicks,Hatch Suv Compacto,1.6,1.6 16v ,86450.0,42000,Automático,2019,4,Bi-Combustível,Aceito Troca,Cinza,Não,03/05/2023
Ford,KA Hatch,Hatch Compacto,1.0,1.0 12v SE 1.0 80 CV -2020 ,55900.0,11000,Manual,2019,4,Bi-Combustível,Não Aceita Troca,Branco,Não,03/05/2023
Nissan,Kicks,Hatch Suv Compacto,1.6,1.6 Exclusive ,123000.0,26000,Automático,2021,4,Bi-Combustível,Aceito Troca,Azul,Não,03/05/2023
Fiat,Linea,Sedan Médio,1.8,1.8 8v ESSENCE DUALOGIC ,31900.0,145000,Automatizado,2012,4,Bi-Combustível,Aceito Troca,Prata,Não,03/05/2023
Toyota,Hilux CD,Pick-up Grande,2.8,2.8 16v SRX 4x4 Turbo Diesel ,287000.0,17500,Automático,2022,4,Diesel,Aceito Troca,Prata,Não,03/05/2023
Fiat,Toro,Pick-up Compacta,2.4,2.4 16v Toro 2.4 Frendom AT9 ,92000.0,75000,Automático,2017,5,Álcool,Aceito Troca,Branco,Não,03/05/2023
Volkswagen,Up!,Hatch Compacto,1.0,1.0 Connect TSI ,68900.0,67000,Manual,2019,4,Bi-Combustível,Não Aceita Troca,Branco,Não,03/05/2023
Hyundai,HB20,Hatch Compacto,1.6,1.6 hb20 1.6 Comf. Style/C. Plus Mec. ,57000.0,37000,Manual,2017,4,Bi-Combustível,Não Aceita Troca,Prata,Não,03/05/2023
Chevrolet,Montana,Pick-up Compacta,1.4,1.4 ,39990.0,98000,Manual,2014,2,Bi-Combustível,Não Aceita Troca,Prata,Sim,03/05/2023
Chevrolet,Onix Hatch,Hatch Médio,1.0,1.0 Premier Turbo ,81900.0,58000,Automático,2020,5,Bi-Combustível,Não Aceita Troca,Preto,Não,03/05/2023
Renault,Logan,Sedan Compacto,1.6,1.6 16v EXPRESSION 1.6 2019- 35.000KMS ,50900.0,35000,Manual,2018,4,Bi-Combustível,Aceito Troca,Prata,Não,03/05/2023
Honda,Civic,Sedan Médio,2.0,2.0 EXR ,74000.0,96000,Automático,2013,4,Bi-Combustível,Não Aceita Troca,Cinza,Não,03/05/2023
Jeep,Compass,SUV,2.0,2.0 16v LONGITUDE ,107000.0,91000,Automático,2019,5,Bi-Combustível,Aceito Troca,Branco,Não,03/05/2023
Honda,HR-V,SUV,1.8,1.8 16v LX Automático ,104700.0,65000,Automático,2019,5,Bi-Combustível,Não Aceita Troca,Vermelho,Não,03/05/2023
Fiat,Uno,Hatch Compacto,1.0,1.0 8v WAY ,34900.0,85000,Manual,2014,5,Bi-Combustível,Não Aceita Troca,Cinza,Não,03/05/2023
Toyota,Corolla,Sedan Médio,1.8,1.8 16v GLI UPPER ,85000.0,63000,Automático,2017,4,Bi-Combustível,Aceito Troca,Preto,Não,03/05/2023
Fiat,Mobi,Hatch Compacto,1.0,1.0 8v Like ,49800.0,39337,Manual,2021,4,Bi-Combustível,Aceito Troca,Cinza,Não,03/05/2023
Jeep,Compass,SUV,1.3,1.3 16v COMPASS LIMITED 1.3 TURBO FLEX ,181900.0,3740,Automático,2021,5,Bi-Combustível,Aceito Troca,Branco,Não,03/05/2023
